tcp,3.8929731369
tcp,4.17260541916
tcp,4.76451802254
tcp,4.79866814613
tcp,3.82354617119
tcp,4.86168718338
tcp,4.29611005783
tcp,3.71358699799
tcp,3.16633319855
tcp,4.20781517029
udp,3.42598295212
udp,3.4465649128
udp,4.46688485146
udp,3.48629879951
udp,3.50727391243
udp,4.52596879005
udp,3.54649782181
udp,3.60881280899
udp,4.63732194901
udp,4.65986990929
icmp,4.34891009331
icmp,3.3671631813
icmp,4.3861989975
icmp,4.40562415123
icmp,4.4250600338
icmp,3.44061613083
icmp,3.84573299885
icmp,4.55365300179
icmp,4.57023310661
icmp,3.85896761417
